NTA Experiment Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
Experiment Name,1000x_L_7_2_real 2024-09-25 16-50-27.nano,
Operator Name,,
Time Captured,16:50:27  25/09/2024,
Sample Description,,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,,
Filename:,1000x_L_7_2_real 2024-09-25 16-50-35,1000x_L_7_2_real 2024-09-25 16-52-10,1000x_L_7_2_real 2024-09-25 16-53-51,1000x_L_7_2_real 2024-09-25 16-55-35,1000x_L_7_2_real 2024-09-25 16-57-17,
,,,,,,
[Conditions],,,,,,
Temperature/C,21.581,21.623,21.632,21.613,21.620,
Viscosity/cP,0.962504,0.961538,0.961332,0.961768,0.961607,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Blue488,Blue488,Blue488,Blue488,Blue488,
Camera Level,12,11,11,11,11,
Slider Shutter,1200,890,890,890,890,
Slider Gain,146,146,146,146,146,
Shutter/ms,30.000000,22.250000,22.250000,22.250000,22.250000,
Camera Histogram Upper Limit,11529,16380,16380,16380,16380,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,0,0,0,0,0,
,,,,,,
[Settings],,,,,,
Detection Threshold,2,2,2,2,2,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,10.4643,10.3863,10.1920,10.5638,10.4327,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
175.5,103710617071689,892491014530904,493658647996643,418035929721332,986694551957005,578918152255514,161799877348313,
176.5,104152873256883,874854794182652,510232370933103,407874743379649,958608310321387,571144618414735,156655135160601,
177.5,105037964057567,856033716371336,529466173591822,400064085212465,929832695272231,564086926901084,151299526503953,
178.5,106301798597273,836056476880103,551173364947226,394457119851895,900463139274669,557690379910233,145845820735045,
179.5,107872850066086,814967199700117,575110471689494,390908609318469,870598345853082,551891495325450,140426146175483,
180.5,109670117308825,792825914871246,600961963636760,389273359993692,840339177675787,546614106697262,135189593126741,
181.5,111601598938559,769708256930231,628326087144335,389403733363646,809787493057902,541765433886935,130296107799769,
182.5,113563536679444,745704424807462,656703100426715,391146452044847,779044966825950,537232496156884,125905432924868,
183.5,115440706911644,720917487680974,685487475568338,394338958357056,748211932628119,532879312229226,122160583498387,
184.5,117108027091674,695461157500626,713965815426078,398805615866832,717386282811166,528545379739275,119167026268241,
185.5,118433683366988,669457175046668,741322264762858,404354082846103,686662459056070,524045933015737,116971151197643,
186.5,119283868018763,643032470736947,766653007495864,410772225062245,656130562360247,519174426734813,115543702200225,
187.5,119529039710166,616316263480716,788990980358503,417825965117350,625875605026149,513707570738577,114773943901563,
188.5,119051397968807,589437251308092,807341168796819,425258475728889,595976920510872,507413042862696,114477629265975,
189.5,117753023034474,562521028016155,820725797828457,432791102755499,566507739715435,500059738270004,114417429879314,
190.5,115563914078990,535687833105146,828237460946830,440126339363764,537534934992526,491430096497451,114330894055695,
191.5,112449011798706,509050710717616,829096878987834,446953057801038,509118926212870,481333717103613,113959953906169,
192.5,108413262152426,482714120132992,822710740859789,452954038505649,481313736967725,469621179723716,113077259535085,
193.5,103503898095090,456773008254844,808724176824241,457815624900146,454167183640493,456196778342963,111506705273105,
194.5,97809389954814,431312325746562,787062077549005,461239093389851,427721175865068,441028812501060,109137196063947,
195.5,91454913067766,406406944609081,757953872847714,462953088321351,402012103843270,424156184537836,105929605948918,
196.5,84594641618551,382121917011535,721937596395920,462726264222254,377071286209760,405690341091604,101917219386843,
197.5,77401617679518,358513003434681,679841022183962,460379137736942,352925451552764,385812046517574,97200063817376,
198.5,70056279517467,335627392514905,632740149333209,455794109838940,329597227272105,364763031695325,91933666797290,
199.5,62734897789887,313504534847742,581897988219531,448922694695637,307105611104710,342833145331502,86312989740850,
200.5,55599132725101,292177017629219,528689042379669,439789187768930,285466403232697,320344156747123,80552616334220,
201.5,48787703440223,271671415508095,474516674209204,428490305957840,264692580313444,297631735885761,74864719813368,
202.5,42410804359630,252009064384688,420731370422024,415190702350149,244794596867506,275027307676799,69436930033470,
203.5,36547489057722,233206718228867,368557636543042,400114649780258,225780604102642,252841419542506,64412933799851,
204.5,31245848264225,215277063344393,319035904788068,383534548317670,207656581244784,231349989191828,59879188192599,
205.5,26525500788149,198229079048431,272983687535820,365757193837547,190426379628964,210784368167782,55860874150053,
206.5,22381731072046,182068247622431,230977638253784,347108912628418,174091684943023,191325642903940,52328511291997,
207.5,18790551748349,166796628881089,193355633205431,327920704089785,158651907906550,173103085166241,49213629573600,
208.5,15714024892844,152412825101702,160235857426198,308514444122627,144104018055753,156196233919825,46428947132875,
209.5,13105306710345,138911869783099,131548444489539,289191008337041,130442338948718,140639793653748,43887432812132,
210.5,10913047480258,126285078334678,107074597951659,270220912059713,117658325776658,126430392320593,41516013518319,
211.5,9084946631621,114519900094018,86488268953241,251837774197928,105740347860796,113534247547521,39262401408441,
212.5,7570406835049,103599809058781,69396210677731,234234633185381,94673498686838,101894911688756,37095912948661,
213.5,6322337789572,93504265656113,55373339526407,217562906719339,84439454901938,91440460918674,35004340331256,
214.5,5298227113611,84208774302089,43991560181448,201933612595449,75016403096952,82089715457910,32989001164673,
215.5,4460626903122,75685052171363,34841352181393,187420363414838,66379049333420,73757288800827,31059561082776,
216.5,3777208460366,67901314411683,27546331933430,174063610292642,58498721479276,66357437315480,29229565180655,
217.5,3220523780018,60822670955798,21771633129419,161875629046500,51343568801030,59806805142553,27513073905297,
218.5,2767588999662,54411621016207,17227290993283,150845801478946,44878857315514,54026231960723,25922444487213,
219.5,2399378626488,48628624061800,13667916273226,140945827891861,39067353554485,48941820081572,24467108309501,
220.5,2100294218458,43432721093996,10889869895929,132134599911623,33869784072244,44485453838450,23153119136116,
221.5,1857649683502,38782177626952,8726968376380,124362553125176,29245353615464,40594940485495,21983240779829,
222.5,1661198371595,34635119892912,7045523579948,117575398650530,25152301690482,37213908437093,20957371322377,
223.5,1502714626789,30950138160364,5739292681240,111717196892413,21548475505379,34291563573237,20073142380422,
224.5,1375633870685,27686835184360,4724712831589,106732783746578,18391897011487,31782372528940,19326573812430,
225.5,1274749823317,24806303110875,3936633398529,102569589962833,15641302964148,29645715851940,18712700961306,
226.5,1195964336994,22271518003692,3324639377695,99178910284986,13256639391080,27845534278889,18226121239521,
227.5,1136083822100,20047646967266,2849978849463,96516683022164,11199495325071,26349977597213,17861429695137,
228.5,1092655817997,18102268125610,2483058106772,94543835780743,9433464788235,25131056523871,17613529909712,
229.5,1063839484022,16405508138193,2201442455126,93226241929145,7924430444037,24164292490105,17477817977311,
230.5,1048304357476,14930105294744,1988291457338,92534317485700,6640766708401,23428357060732,17450244140486,
231.5,1045152448392,13651408473591,1831158675026,92442271713218,5553464122992,22904691086644,17527259673776,
232.5,1053859491045,12547323427739,1721093373016,92927008937632,4636180203093,22577093086505,17705656727742,
233.5,1074231877450,11598218116115,1651992231621,93966666112340,3865224620478,22431266591601,17982307155988,
234.5,1106376422596,10786798308435,1620161043597,95538762966467,3219488396485,22454317427516,18353804084388,
235.5,1150680639859,10097963661075,1624058731675,97617942072713,2680327768691,22634194574803,18816008415719,
236.5,1207801637136,9518653078882,1664208523998,100173288384196,2231413627854,22959073050413,19363502868868,
237.5,1278662085165,9037686610643,1743273929941,103165245546139,1858557019020,23416685038182,19988959692661,
238.5,1364451967879,8645609504546,1866310723610,106542193474877,1549520308278,23993617195838,20682435883518,
239.5,1466635009567,8334542466115,2041221096836,110236821302288,1293822389154,24674608452792,21430622291071,
240.5,1586958793495,8098040671954,2279453163442,114162522578945,1082544888167,25441904019201,22216090646278,
241.5,1727467647149,7930962722062,2597008632219,118210152387057,908144857331,26274747249163,23016604775056,
242.5,1890517375040,7829349462595,3015843863034,122245609267678,764278016354,27149119596940,23804587493618,
243.5,2078790871712,7790311463876,3565773961574,126108820967993,645635305474,28037866514126,24546860130883,
244.5,2295313544237,7811922871265,4287013737217,129614794960179,547794379427,28911367898465,25204793465178,
245.5,2543467311486,7893118336612,5233508234744,132557406951144,467086738460,29738917514489,25735023202290,
246.5,2827001720564,8033588769947,6477209923280,134716503149402,400480457499,30490956804138,26090888358662,
247.5,3150040423282,8233670729793,8113434170558,135868648362506,345477929168,31142254323061,26224752471318,
248.5,3517080879798,8494223424450,10267346047312,135801441320648,300027659840,31676023866410,26091386630256,
249.5,3932984699411,8816486594180,13101467407571,134330750531223,262448924669,32088827631411,25652682488066,
250.5,4402955489633,9201912094690,16823803254244,131319552267563,231367969976,32395918215221,24884234278991,
251.5,4932500473044,9651961967696,21695728210253,126696381561915,205664422804,32636447327142,23784996827166,
252.5,5527371467356,10167866377145,28038116536311,120470886873185,184426603610,32877733571521,22392649568653,
253.5,6193480146057,10750336265927,36233347501140,112743779663887,166914518374,33217571619077,20809777496770,
254.5,6936781863931,11399228226935,46719849009071,103708740722843,152529413842,33783425847325,19248029114509,
255.5,7763121833159,12113163151409,59974949136230,93644661295754,140788901308,34727336863572,18087830285241,
256.5,8678037192002,12889105907586,76481334380498,82897913121529,131306780524,36215539476428,17895651193455,
257.5,9686508678613,13721920663241,96672871523530,71855966305634,123776819474,38412208798099,19253012668603,
258.5,10792656403068,14603925293741,120857540149518,60915289780941,117959863576,41457474298169,22420277256226,
259.5,11999375830768,15524478081627,149119274791511,50447697444831,113673757140,45440899981175,27241658079212,
260.5,13307912801230,16469639656536,181206795266998,40769807437002,110785659703,50372988164294,33361094116792,
261.5,14717380456296,17421961443354,216425445244455,32119876586741,109206430375,56158774032244,40387348434416,
262.5,16224226551897,18360456979402,253556050026736,24644996996909,108886835442,62578923478077,47915436879885,
263.5,17821666897698,19260812280861,290830138670408,18399771611518,109815409569,69284440974011,55501195982228,
264.5,19499109569440,20095883997813,325990208068222,13355559942166,112017870530,75810555889634,62648167248497,
265.5,21241604790776,20836517867379,356454131990599,9417680039718,115558053440,81613098548382,68822282453342,
266.5,23029366377702,21452694397416,379583405534638,6446939026058,120540394468,86126589146056,73493796450131,
267.5,24837421372378,21914974661829,393028154505783,4281702949402,127114057942,88837873509467,76199017099563,
268.5,26635453511808,22196179236957,395094163716121,2757328830677,135478865907,89363720832294,76609321942856,
269.5,28387911593528,22273192173786,385057812850356,1720900202118,145893257004,87517142015358,74591628183402,
270.5,30054453418755,22128745544447,363352785226381,1040481335426,158684572637,83347030019529,70244454869499,
271.5,31590787510267,21753015321167,331572598286022,609215637051,174262043149,77139975759531,63897997494160,
272.5,32949956194081,21144852523465,292272870636519,345336647175,193132924282,69381229785104,56074778928143,
273.5,34084073631879,20312489257202,248606309855183,189476661043,215922312853,60681654343632,47417394091951,
274.5,34946491036391,19273598884072,203866282999961,100611173975,243397246737,51686076268227,38598579739884,
275.5,35494310515909,18054650478031,161037012348156,51698648975,276495762407,42982833550696,30233421119125,
276.5,35691112934068,16689573134511,122442361262744,25706813449,316361635312,35033023156017,22812350178966,
277.5,35509710343573,15217825352816,89553544390553,12370149896,364385552907,28131567157949,16666683272482,
278.5,34934688377288,13682036575123,62970702556639,5761138733,422253452193,22403088419995,11965839784018,
279.5,33964477845625,12125440431269,42549856626155,2597311914,492002674171,17826874977827,8724554647335,
280.5,32612696503087,10589343474019,27618457918640,1133767764,576086423405,14279543617383,6779772980955,
281.5,30908537821860,9110865015389,17215456666903,479330976,677446745127,11582557116051,5763672038958,
282.5,28896055520754,7721144515164,10303120393022,196340571,799595815284,9544022516959,5224700525393,
283.5,26632296428532,6444149601535,5919702239081,77951297,946704750550,7988586194199,4835586079906,
284.5,24184359369862,5296140939566,3265105064911,30010551,1123698357698,6773866748517,4446513254416,
285.5,21625587742914,4285772248692,1728943295484,11209408,1336353234196,5795333546139,4017956690438,
286.5,19031218413950,3414736500510,879031759666,4064354,1591395396504,4983277226997,3556597223642,
287.5,16473889628179,2678821494298,429195861881,1431406,1896592161297,4295700115412,3082865530526,
288.5,14019440074380,2069214154770,201304111445,489981,2260831377681,3710158041651,2618700685558,
289.5,11723402149283,1573892999260,90729008849,163132,2694179380914,3216440740288,2184658740371,
290.5,9628507142509,1178968341206,39311235140,52865,3207907328403,2810938820024,1801158595101,
291.5,7763391211580,869863431454,16382278428,16687,3814474051341,2492822197898,1491753558889,
292.5,6142539566121,632269455699,6569884384,5135,4527452420653,2261766266398,1285505588310,
293.5,4767357217377,452846249170,2537075890,1542,5361385733043,2116825255404,1209803334619,
294.5,3628131816513,319673562187,944049830,452,6331561044393,2056062094675,1269197406408,
295.5,2706575341120,222481692918,338736196,130,7453687984418,2076616750956,1438242455445,
296.5,1978605159912,152704429799,117294663,36,8743474615285,2174980299939,1684248331719,
297.5,1417049395634,103402376964,39229607,10,10216096507733,2347317501990,1985420001188,
298.5,994025638000,69102830924,12684150,3,11885561442246,2589740519065,2331583723431,
299.5,682829405464,45595842667,3968585,0,13763979876738,2898481818691,2719462196453,
300.5,459261300801,29717258875,1202747,0,15860760236862,3269947999857,3148910285641,
301.5,302403924348,19140279001,353455,0,18181757647389,3700660440839,3620729809998,
302.5,194920736544,12188694464,100831,0,20728414193669,4187104745102,4135493119991,
303.5,122984736672,7678209105,27955,0,23496937273566,4725520049459,4692912457893,
304.5,75956159229,4787308774,7541,0,26477569065966,5311662508302,5291496304869,
305.5,45920451108,2955947245,1982,0,29654003596124,5940575999292,5928363309918,
306.5,27177546548,1808548410,508,0,33003007436604,6606398706414,6599154197357,
307.5,15747869735,1097122861,127,0,36494295111837,7302228020912,7298017383379,
308.5,8935201737,660303945,31,0,40090700510468,8020059203236,8017660505337,
309.5,4965219965,394526008,7,0,43748671251444,8750806199485,8749466313357,
310.5,2702849958,234173243,2,0,47419094698218,9484406344284,9483672102201,
311.5,1441682417,138172636,0,0,51048443365793,10210004644169,10209609684014,
312.5,753726173,81101521,0,0,54580205418017,10916208049142,10915999343136,
313.5,386369870,47387330,0,0,57956544675632,11591395686566,11591287247492,
314.5,194269726,27582281,0,0,61120115991743,12224067568750,12224012105802,
315.5,95852403,16004595,0,0,64015947808394,12803211933078,12803183968841,
316.5,46429913,9264466,0,0,66593295633525,13318670265581,13318656341989,
317.5,22090618,5353942,0,0,68807369002644,13761479289441,13761472428301,
318.5,10329237,3091163,0,0,70620840482821,14124170780644,14124167425544,
319.5,4749319,1784359,0,0,72005058025867,14401012911909,14401011278490,
320.5,2148654,1030556,0,0,72940900414698,14588180718782,14588179923979,
321.5,957105,595942,0,0,73419238065129,14683847923635,14683847535374,
322.5,420062,345296,0,0,73440986108121,14688197374696,14688197183356,
323.5,181781,200605,0,0,73016761380009,14603352352479,14603352256883,
324.5,77624,116939,0,0,72166177712856,14433235581484,14433235532843,
325.5,32735,68445,0,0,70916833020853,14183366624407,14183366599112,
326.5,13645,40251,0,0,69303055872030,13860611185185,13860611171711,
327.5,5627,23798,0,0,67364487786138,13472897563112,13472897555756,
328.5,2297,14156,0,0,65144580249613,13028916053213,13028916049100,
329.5,930,8476,0,0,62689082749332,12537816551748,12537816549396,
330.5,373,5112,0,0,60044590781532,12008918157403,12008918156032,
331.5,149,3107,0,0,57257211887663,11451442378184,11451442377370,
332.5,59,1904,0,0,54371394550975,10874278910588,10874278910097,
333.5,23,1177,0,0,51428950524952,10285790105230,10285790104930,
334.5,9,735,0,0,48468287026836,9693657405516,9693657405330,
335.5,4,463,0,0,45523852189679,9104770438029,9104770437912,
336.5,1,295,0,0,42625785956317,8525157191323,8525157191249,
337.5,0,190,0,0,39799759673475,7959951934733,7959951934686,
338.5,0,123,0,0,37066981208882,7413396241801,7413396241770,
339.5,0,81,0,0,34444338435670,6888867687150,6888867687130,
340.5,0,54,0,0,31944652206442,6388930441299,6388930441286,
341.5,0,36,0,0,29577010135046,5915402027016,5915402027007,
342.5,0,25,0,0,27347154222175,5469430844440,5469430844434,
343.5,0,17,0,0,25257898170208,5051579634045,5051579634041,
344.5,0,12,0,0,23309553730889,4661910746180,4661910746177,
345.5,0,8,0,0,21500349248800,4300069849762,4300069849760,
346.5,0,6,0,0,19826827407936,3965365481588,3965365481587,
347.5,0,4,0,0,18284212825077,3656842565016,3656842565015,
348.5,0,3,0,0,16866743403621,3373348680725,3373348680724,
349.5,0,2,0,0,15567962167882,3113592433577,3113592433576,
350.5,0,2,0,0,14380968598570,2876193719714,2876193719714,
351.5,0,1,0,0,13298630285558,2659726057112,2659726057112,
352.5,0,1,0,0,12313757036508,2462751407302,2462751407302,
353.5,0,0,0,0,11419240480196,2283848096039,2283848096039,
354.5,0,0,0,0,10608162745834,2121632549167,2121632549167,
355.5,0,0,0,0,9873878050487,1974775610097,1974775610097,
356.5,0,0,0,0,9210071051220,1842014210244,1842014210244,
357.5,0,0,0,0,8610795676629,1722159135326,1722159135326,
358.5,0,0,0,0,8070497895537,1614099579107,1614099579107,
359.5,0,0,0,0,7584025553284,1516805110657,1516805110657,
360.5,0,0,0,0,7146628041498,1429325608300,1429325608299,
361.5,0,0,0,0,6753948193583,1350789638717,1350789638717,
362.5,0,0,0,0,6402008433239,1280401686648,1280401686648,
363.5,0,0,0,0,6087192861523,1217438572305,1217438572305,
364.5,0,0,0,0,5806226656425,1161245331285,1161245331285,
365.5,0,0,0,0,5556153882422,1111230776485,1111230776484,
366.5,0,0,0,0,5334314567191,1066862913438,1066862913438,
367.5,0,0,0,0,5138321697574,1027664339515,1027664339515,
368.5,0,0,0,0,4966038615163,993207723033,993207723033,
369.5,0,0,0,0,4815557150408,963111430082,963111430082,
370.5,0,0,0,0,4685176719357,937035343871,937035343871,
371.5,0,0,0,0,4573384515791,914676903158,914676903158,
372.5,0,0,0,0,4478836860115,895767372023,895767372023,
373.5,0,0,0,0,4400341711700,880068342340,880068342340,
374.5,0,0,0,0,4336842310625,867368462125,867368462125,
375.5,0,0,0,0,4287401885677,857480377135,857480377135,
376.5,0,0,0,0,4251189345571,850237869114,850237869114,
377.5,0,0,0,0,4227465858261,845493171652,845493171652,
378.5,0,0,0,0,4215572217342,843114443468,843114443468,
379.5,0,0,0,0,4214916893717,842983378743,842983378743,
380.5,0,0,0,0,4224964674207,844992934841,844992934841,
381.5,0,0,0,0,4245225795878,849045159176,849045159176,
382.5,0,0,0,0,4275245494930,855049098986,855049098986,
383.5,0,0,0,0,4314593901954,862918780391,862918780391,
384.5,0,0,0,0,4362856230621,872571246124,872571246124,
385.5,0,0,0,0,4419623224422,883924644884,883924644884,
386.5,0,0,0,0,4484481845581,896896369116,896896369116,
387.5,0,0,0,0,4557006211485,911401242297,911401242297,
388.5,0,0,0,0,4636748806738,927349761348,927349761348,
389.5,0,0,0,0,4723232022601,944646404520,944646404520,
390.5,0,0,0,0,4815940100003,963188020001,963188020001,
391.5,0,0,0,0,4914311576491,982862315298,982862315298,
392.5,0,0,0,0,5017732361095,1003546472219,1003546472219,
393.5,0,0,0,0,5125529582751,1025105916550,1025105916550,
394.5,0,0,0,0,5236966377267,1047393275453,1047393275453,
395.5,0,0,0,0,5351237792986,1070247558597,1070247558597,
396.5,0,0,0,0,5467468005782,1093493601156,1093493601156,
397.5,0,0,0,0,5584709038154,1116941807631,1116941807631,
398.5,0,0,0,0,5701941174022,1140388234804,1140388234804,
399.5,0,0,0,0,5818075249159,1163615049832,1163615049832,
400.5,0,0,0,0,5931956976263,1186391395253,1186391395253,
401.5,0,0,0,0,6042373432751,1208474686550,1208474686550,
402.5,0,0,0,0,6148061798205,1229612359641,1229612359641,
403.5,0,0,0,0,6247720377337,1249544075467,1249544075467,
404.5,0,0,0,0,6340021883743,1268004376749,1268004376749,
405.5,0,0,0,0,6423628891160,1284725778232,1284725778232,
406.5,0,0,0,0,6497211283922,1299442256784,1299442256784,
407.5,0,0,0,0,6559465459555,1311893091911,1311893091911,
408.5,0,0,0,0,6609134956319,1321826991264,1321826991264,
409.5,0,0,0,0,6645032101045,1329006420209,1329006420209,
410.5,0,0,0,0,6666060200761,1333212040152,1333212040152,
411.5,0,0,0,0,6671235739672,1334247147934,1334247147934,
412.5,0,0,0,0,6659709994471,1331941998894,1331941998894,
413.5,0,0,0,0,6630789449697,1326157889939,1326157889939,
414.5,0,0,0,0,6583954382970,1316790876594,1316790876594,
415.5,0,0,0,0,6518875001436,1303775000287,1303775000287,
416.5,0,0,0,0,6435424545021,1287084909004,1287084909004,
417.5,0,0,0,0,6333688831546,1266737766309,1266737766309,
418.5,0,0,0,0,6213971801023,1242794360205,1242794360205,
419.5,0,0,0,0,6076796720755,1215359344151,1215359344151,
420.5,0,0,0,0,5922902835068,1184580567014,1184580567014,
421.5,0,0,0,0,5753237380160,1150647476032,1150647476032,
422.5,0,0,0,0,5568943029843,1113788605969,1113788605969,
423.5,0,0,0,0,5371340986214,1074268197243,1074268197243,
424.5,0,0,0,0,5161910074462,1032382014892,1032382014892,
425.5,0,0,0,0,4942262336108,988452467222,988452467222,
426.5,0,0,0,0,4714115734652,942823146930,942823146930,
427.5,0,0,0,0,4479264685725,895852937145,895852937145,
428.5,0,0,0,0,4239549196345,847909839269,847909839269,
429.5,0,0,0,0,3996823441168,799364688234,799364688234,
430.5,0,0,0,0,3752924615874,750584923175,750584923175,
431.5,0,0,0,0,3509642888621,701928577724,701928577724,
432.5,0,0,0,0,3268693220797,653738644159,653738644159,
433.5,0,0,0,0,3031689750987,606337950197,606337950197,
434.5,0,0,0,0,2800123334658,560024666932,560024666932,
435.5,0,0,0,0,2575342711680,515068542336,515068542336,
436.5,0,0,0,0,2358539640318,471707928064,471707928064,
437.5,0,0,0,0,2150738195560,430147639112,430147639112,
438.5,0,0,0,0,1952788288159,390557657632,390557657632,
439.5,0,0,0,0,1765363324547,353072664909,353072664909,
440.5,0,0,0,0,1588961802111,317792360422,317792360422,
441.5,0,0,0,0,1423912524131,284782504826,284782504826,
442.5,0,0,0,0,1270383027461,254076605492,254076605492,
443.5,0,0,0,0,1128390746270,225678149254,225678149254,
444.5,0,0,0,0,997816388291,199563277658,199563277658,
445.5,0,0,0,0,878418976041,175683795208,175683795208,
446.5,0,0,0,0,769852003520,153970400704,153970400704,
447.5,0,0,0,0,671680176992,134336035398,134336035398,
448.5,0,0,0,0,583396243994,116679248799,116679248799,
449.5,0,0,0,0,504437464438,100887492888,100887492888,
450.5,0,0,0,0,434201338070,86840267614,86840267614,
451.5,0,0,0,0,372060269949,74412053990,74412053990,
452.5,0,0,0,0,317374926424,63474985285,63474985285,
453.5,0,0,0,0,269506105107,53901221022,53901221021,
454.5,0,0,0,0,227825010505,45565002101,45565002101,
455.5,0,0,0,0,191721890074,38344378015,38344378015,
456.5,0,0,0,0,160613041471,32122608294,32122608294,
457.5,0,0,0,0,133946249536,26789249907,26789249907,
458.5,0,0,0,0,111204750248,22240950050,22240950050,
459.5,0,0,0,0,91909848442,18381969689,18381969688,
460.5,0,0,0,0,75622336550,15124467310,15124467310,
461.5,0,0,0,0,61942873794,12388574759,12388574759,
462.5,0,0,0,0,50511489884,10102297977,10102297977,
463.5,0,0,0,0,41006375427,8201275085,8201275085,
464.5,0,0,0,0,33142114217,6628422843,6628422843,
465.5,0,0,0,0,26667501396,5333500279,5333500279,
466.5,0,0,0,0,21363077420,4272615484,4272615484,
467.5,0,0,0,0,17038491905,3407698381,3407698381,
468.5,0,0,0,0,13529794665,2705958933,2705958933,
469.5,0,0,0,0,10696734455,2139346891,2139346891,
470.5,0,0,0,0,8420129749,1684025950,1684025950,
471.5,0,0,0,0,6599360773,1319872155,1319872155,
472.5,0,0,0,0,5150018365,1030003673,1030003673,
473.5,0,0,0,0,4001733289,800346658,800346658,
474.5,0,0,0,0,3096199377,619239875,619239875,
475.5,0,0,0,0,2385395482,477079097,477079096,
476.5,0,0,0,0,1830004456,366000891,366000891,
477.5,0,0,0,0,1398022209,279604442,279604442,
478.5,0,0,0,0,1063546162,212709233,212709232,
479.5,0,0,0,0,805729821,161145964,161145964,
480.5,0,0,0,0,607888738,121577748,121577748,
481.5,0,0,0,0,456742420,91348484,91348484,
482.5,0,0,0,0,341776722,68355344,68355344,
483.5,0,0,0,0,254711789,50942358,50942358,
484.5,0,0,0,0,189061396,37812279,37812279,
485.5,0,0,0,0,139770649,27954130,27954130,
486.5,0,0,0,0,102920225,20584045,20584045,
487.5,0,0,0,0,75486562,15097312,15097312,
488.5,0,0,0,0,55148733,11029747,11029747,
489.5,0,0,0,0,40133906,8026781,8026781,
490.5,0,0,0,0,29094478,5818896,5818896,
491.5,0,0,0,0,21010988,4202198,4202198,
492.5,0,0,0,0,15115859,3023172,3023172,
493.5,0,0,0,0,10833869,2166774,2166774,
494.5,0,0,0,0,7735936,1547187,1547187,
495.5,0,0,0,0,5503451,1100690,1100690,
496.5,0,0,0,0,3900900,780180,780180,
497.5,0,0,0,0,2754969,550994,550994,
498.5,0,0,0,0,1938679,387736,387736,
499.5,0,0,0,0,1359401,271880,271880,
500.5,0,0,0,0,949855,189971,189971,
501.5,0,0,0,0,661379,132276,132276,
502.5,0,0,0,0,458926,91785,91785,
503.5,0,0,0,0,317359,63472,63472,
504.5,0,0,0,0,218721,43744,43744,
505.5,0,0,0,0,150237,30047,30047,
506.5,0,0,0,0,102856,20571,20571,
507.5,0,0,0,0,70188,14038,14038,
508.5,0,0,0,0,47741,9548,9548,
509.5,0,0,0,0,32370,6474,6474,
510.5,0,0,0,0,21879,4376,4376,
511.5,0,0,0,0,14742,2948,2948,
512.5,0,0,0,0,9902,1981,1980,
513.5,0,0,0,0,6632,1326,1326,
514.5,0,0,0,0,4428,886,886,
515.5,0,0,0,0,2948,590,590,
516.5,0,0,0,0,1957,391,391,
517.5,0,0,0,0,1295,259,259,
518.5,0,0,0,0,855,171,171,
519.5,0,0,0,0,563,113,113,
520.5,0,0,0,0,369,74,74,
521.5,0,0,0,0,242,48,48,
522.5,0,0,0,0,158,32,32,
523.5,0,0,0,0,103,21,21,
524.5,0,0,0,0,67,13,13,
525.5,0,0,0,0,43,9,9,
526.5,0,0,0,0,28,6,6,
527.5,0,0,0,0,18,4,4,
528.5,0,0,0,0,12,2,2,
529.5,0,0,0,0,7,2,1,
530.5,0,0,0,0,5,0,0,
531.5,0,0,0,0,3,0,0,
532.5,0,0,0,0,2,0,0,
533.5,0,0,0,0,1,0,0,
534.5,0,0,0,0,0,0,0,
535.5,0,0,0,0,0,0,0,
536.5,0,0,0,0,0,0,0,
537.5,0,0,0,0,0,0,0,
538.5,0,0,0,0,0,0,0,
539.5,0,0,0,0,0,0,0,
540.5,0,0,0,0,0,0,0,
541.5,0,0,0,0,0,0,0,
542.5,0,0,0,0,0,0,0,
543.5,0,0,0,0,0,0,0,
544.5,0,0,0,0,0,0,0,
545.5,0,0,0,0,0,0,0,
546.5,0,0,0,0,0,0,0,
547.5,0,0,0,0,0,0,0,
548.5,0,0,0,0,0,0,0,
549.5,0,0,0,0,0,0,0,
550.5,0,0,0,0,0,0,0,
551.5,0,0,0,0,0,0,0,
552.5,0,0,0,0,0,0,0,
553.5,0,0,0,0,0,0,0,
554.5,0,0,0,0,0,0,0,
555.5,0,0,0,0,0,0,0,
556.5,0,0,0,0,0,0,0,
557.5,0,0,0,0,0,0,0,
558.5,0,0,0,0,0,0,0,
559.5,0,0,0,0,0,0,0,
560.5,0,0,0,0,0,0,0,
561.5,0,0,0,0,0,0,0,
562.5,0,0,0,0,0,0,0,
563.5,0,0,0,0,0,0,0,
564.5,0,0,0,0,0,0,0,
565.5,0,0,0,0,0,0,0,
566.5,0,0,0,0,0,0,0,
567.5,0,0,0,0,0,0,0,
